"id_order","sku"
307900,"FCM0003-2"
307908,"OWC0094"
307908,"PAC0765"
307920,"TOS0012"
307908,"SEA0038"
307172,"PUR0136"
307938,"CRU0026"
307172,"MUV0136"
307938,"SAN0130"
307948,"PAC0588"
307948,"LGE0033"
307948,"BEL0228"
307948,"APP0017"
307948,"LOG0184"
307948,"LOG0198"
307978,"OTT0137"
307978,"BEA0022"
307948,"LGE0039"
307986,"FCM0004-2"
307986,"NTE0091"
308008,"PEB0009"
308022,"WAC0165"
308022,"KIN0144"
308008,"APP0430"
308025,"SAT0035"
254816,"APP1037"
308025,"MOS0148"
254816,"LAC0176"
254816,"SAT0003"
308025,"SAT0042"
308050,"APP0692"
308050,"APP0921"
308050,"APP0979"
304468,"JMO0085-A"
304468,"MOX0012"
308025,"KIN0144"
308071,"WDT0212"
308071,"APP0921"
308071,"SAN0104"
308074,"WDT0353"
308074,"WDT0355"
308074,"WDT0365"
308079,"CRU0016-2"
308071,"JAW0042"
308089,"IFX0057"
308106,"KIN0144"
308109,"APP0394"
308106,"LEX0011"
308106,"SAN0134"
308109,"APP0694"
308109,"ADN0039"
308120,"KIN0073"
308120,"FCM0020-2"
308126,"APP1194"
308126,"KIN0155"
308089,"LIF0073-A"
308079,"OWC0007"
308139,"APP0095"
308141,"APP1184"
308168,"IOT0016"
308168,"MUV0136"
